,survey_year,country,id,id_survey,regional_location,qdate_s,sex,male,age,d_hhpeople,d_adult_us,wealthy,political_affiliation,religious_affiliation,education_level,us_econ_power,china_econ_power,japan_econ_power,eu_econ_power,other_econ_power,prefer_us_econ,prefer_china_econ,children_betteroff,confid_uspres: How much confidence you have in the U.S. President to do the right thing regarding world affairs? ,confid_uspres,us_threat,china_threat,fav_us,fav_china,fav_russia,country_satis,satisfied_democracy,confid_xi,confid_putin,econ_sit,religion_import,respect_china,respect_us,improve_econ,intthreat_econcondition,us_relationship,china_econ,china_military,"children_betteroff: When children today in (survey country) grow up, do you think they will be better off or worse off financially than their parents?",fav_us: I am _____ to  the U.S. ,fav_china: I am _____  to  China,fav_russia: I am _____  to  Russia,country_satis: How satisfied are you with the way things are going in our country today?,satisfied_democracy: How satisfied are you with the way democracy is working in our country?,confid_xi: How much confidence you have in Xi to do the right thing regarding world affairs? ,confid_putin: How much confidence you have in Putin  to do the right thing regarding world affairs? ,econ_sit: Describe the current economic situation in (survey country) ,econ_power: What is the world's leading economic power?,us_or_china: Is it more important for (survey country) to have strong economic ties with China or the United States?,religion_import: How important is religion in your life? ,respect_china: Does the government of China respects the personal freedoms of its people?,respect_us: Does the government of the US respects the personal freedoms of its people?,us_threat: Is the U.S.'s power and influence a threat to your country?,china_threat: Is China's power and influence a threat to your country?,improve_econ: How do you expect the economic condition to change in the next 12 months?,intthreat_econcondition: Is the condition of the global economy a threat to your country?,us_relationship: How would you describe your relationship with the U.S.?,china_econ: Do you think that China’s growing economy is a good thing for (survey country)?,china_military: Do you think that China’s growing military power is a good thing for (survey country)?,global_trade: Is trade and business ties between (survey country) and other countries a good thing or a bad thing for (survey country)?,global_movement: Is the movement of people between (survey country) and other countries a good thing or a bad thing for (survey country)?,global_information: Is the availability of news and information from other countries a good thing or a bad thing for (survey country)?,china_jobloss: Is the loss of U.S. jobs to China a serious problem?,china_deficit: Is the U.S. trade deficit with China a serious problem?,china_taiwan: Are tensions between China and Taiwan  a serious problem?,china_environ: Is China's impact on the global environment a serious problem?,china_debt: Is  the large amount of American debt that is held by China a serious problem?,china_terrdisputes: Are territorial disputes between China and neighboring countries a serious problem?,"us_def_china: If (survey country) and China got into a serious military conflict, do you think that the United States would use military force to defend our country?",china_econ_military: Does China's economic or military strength concern you more?,us_world_role: How does the U.S.'s role today compare to their role as a world leader 10 years ago?,world_role_china: How does China's role today compare to their role as a world leader 10 years ago?,world_role_russia: How does Russia's role today compare to their role as a world leader 10 years ago?,usrel_betterworse: How have relations between (survey country) and the U.S. changed over the past year?,involved_us: Is the U.S. helping to address major global problems?,influaffairs_russia: Do you think Russia tries to influence the internal affairs of other countries?,"interest_surveycountry: In making international policy decisions, to what extent do you think the U.S. takes into account the interests of (survey country)?",econ_ties_china: Describe current economic ties between (survey country) and China.,econ_ties_us: Describe current economic ties between (survey country) and the U.S.,foreign_threats: What country or group poses the greatest threat to (survey country) in the future?,foreign_allies: What country can (survey country) most rely on as a dependable ally in the future?,foreigncom_buy: How do foreign companies buying (survey country) companies impact (survey country)?,foreigncom_new: How do foreign companies building new factories impact (survey country)?,china_invest: How do you view investment from China?,future_usrel: How do you feel about (survey country)  relations with the U.S.,russia_relationship: Is it more important to have a close relationship to Russia or to the U.S.? ,us_mil_asia: How has the U.S. military presence in the Asia-Pacific region affected the (survey country)?,"china_us_enemy: Do you think of China as a partner, competitor or enemy of the U.S.?",econsys_reform: Do you think that the economic system of (survey country) needs to be reformed?,china_tough_econ: Is it more important to be tough on China's territorial disputes or build a strong economic relationship with them?,russia_threat: Is Russia's power and influence a threat to your country?,china_influence: How much influence does the China exert on other countries?,us_influence: How much influence does the U.S. exert on other countries?,polsys_reform: Do you think that the political system of (survey country) needs to be reformed?,econ_ties_usch: How do you view current economic ties between the U.S. and China?,adm1,adm1_id,month
32055,2019,Australia,32056,3549198,Queensland (QLD),6/9/19,Male,1,21,4,2,,Do not feel close to any party,,Year 11 or equivalent (usually 17 years old),0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,No confidence at all,1,,,4,4,4.0,0.0,1.0,1,4,2,1,,,,,3.0,1.0,1.0,Worse off,Very favorable,Very favorable,Very favorable,Dissatisfied,Not at all satisfied,No confidence at all,A lot of confidence,Somewhat bad,China,The United States,Not at all important,,,,,,,Somewhat good,Good thing,Good thing,,,,,,,,,,,,,,,,,,,Somewhat bad,Somewhat good,Islamic fundamentalists/extremists,United States,Don't know,Don't know,Investment from China is a bad thing,Pessimistic,Don't know,More safe,,,,,Tries to influence the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,Queensland,AU-QLD,6
32056,2019,Australia,32057,3549228,Victoria (VIC),7/1/19,Male,1,55,2,2,"More than $79,000",Labor,Protestant,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Some confidence,3,,,2,3,2.0,0.0,3.0,2,1,2,2,,,,,4.0,1.0,0.0,Worse off,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Dissatisfied,Somewhat satisfied,Not too much confidence,No confidence at all,Somewhat bad,The United States,Economic ties to both countries are equally important,Not too important,,,,,,,Very good,Good thing,Bad thing,,,,,,,,,,,,,,,,,,,Very good,Very good,China,United Kingdom,Don't know,Don't know,Investment from China is a bad thing,Optimistic,Don't know,More safe,,,,,Tries to influence the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,Victoria,AU-VIC,7
32057,2019,Australia,32058,3550793,Victoria (VIC),7/16/19,Male,1,34,2,2,,Liberal-National Party/Country Liberal Party/Liberal,religious,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Some confidence,3,,,3,1,2.0,0.0,4.0,2,3,2,4,,,,,3.0,1.0,0.0,Worse off,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Dissatisfied,Very satisfied,Not too much confidence,Some confidence,Somewhat bad,The United States,China,Very important,,,,,,,Somewhat good,Good thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat bad,Somewhat bad,China,United States,Don't know,Don't know,Investment from China is a bad thing,Neither ,Don't know,Does not make a difference,,,,,Tries to influence the internal affairs of other countries,Mostly stays out of the internal affairs of other countries,,,Victoria,AU-VIC,7
32058,2019,Australia,32059,3551067,Western Australia (WA),7/12/19,Male,1,43,4,2,,Do not feel close to any party,,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,Some confidence,3,,,2,2,2.0,0.0,8.0,8,3,2,2,,,,,3.0,1.0,1.0,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Dissatisfied,Don't know,Don't know,Some confidence,Somewhat bad,"There is an economic power (not China, US, Japan, or EU)",China,Not too important,,,,,,,Somewhat good,Good thing,Good thing,,,,,,,,,,,,,,,,,,,Somewhat good,Somewhat bad,Don't know,China,Don't know,Don't know,Investment from China is a bad thing,Pessimistic,Don't know,Does not make a difference,,,,,Tries to influence the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,Western Australia,AU-WA,7
32059,2019,Australia,32060,3551685,Victoria (VIC),7/17/19,Male,1,80,2,2,,Liberal-National Party/Country Liberal Party/Liberal,Catholic,Year 10 or equivalent (School Certificate SC or equivalent) (usually 16 years old),0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,Some confidence,3,,,8,8,8.0,1.0,4.0,2,3,3,2,,,,,3.0,1.0,0.0,Better off,Don't know,Don't know,Don't know,Satisfied,Very satisfied,Not too much confidence,Some confidence,Somewhat good,China,The United States,Not too important,,,,,,,Somewhat good,Good thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat good,Somewhat good,North Korea,United States,Don't know,Don't know,Investment from China is a bad thing,Optimistic,Don't know,Does not make a difference,,,,,Tries to influence the internal affairs of other countries,Mostly stays out of the internal affairs of other countries,,,Victoria,AU-VIC,7
32060,2019,Australia,32061,3552370,Tasmania (TAS),7/12/19,Male,1,29,2,2,,The Greens,Atheist,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Not too much confidence,2,,,2,3,2.0,0.0,1.0,2,1,2,1,,,,,4.0,1.0,0.0,Worse off,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Dissatisfied,Not at all satisfied,Not too much confidence,No confidence at all,Somewhat bad,China,China,Not at all important,,,,,,,Very good,Good thing,Bad thing,,,,,,,,,,,,,,,,,,,Very good,Very good,China,New Zealand,Don't know,Don't know,Investment from China is a bad thing,Optimistic,Don't know,Less safe,,,,,Tries to influence the internal affairs of other countries,Mostly stays out of the internal affairs of other countries,,,Tasmania,AU-TAS,7
32061,2019,Australia,32062,3552664,Victoria (VIC),7/12/19,Female,0,77,2,2,,Liberal Democratic Party (LDP),Catholic,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,No confidence at all,1,,,8,3,8.0,1.0,3.0,3,3,3,4,,,,,3.0,1.0,1.0,Better off,Don't know,Somewhat favorable,Don't know,Satisfied,Somewhat satisfied,Some confidence,Some confidence,Somewhat good,The United States,China,Very important,,,,,,,Somewhat good,Good thing,Good thing,,,,,,,,,,,,,,,,,,,Somewhat good,Somewhat good,None,China,Don't know,Don't know,Investment from China is a good thing,Pessimistic,Don't know,Does not make a difference,,,,,Tries to influence the internal affairs of other countries,Mostly stays out of the internal affairs of other countries,,,Victoria,AU-VIC,7
32062,2019,Australia,32063,3553565,Queensland (QLD),6/12/19,Male,1,70,88,88,,Liberal-National Party/Country Liberal Party/Liberal,Catholic,Year 9 or equivalent (usually 15 years old),0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Some confidence,3,,,3,2,2.0,1.0,3.0,3,3,3,3,,,,,3.0,1.0,0.0,Worse off,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Satisfied,Somewhat satisfied,Some confidence,Some confidence,Somewhat good,Japan,The United States,Somewhat important,,,,,,,Somewhat good,Good thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat good,Somewhat good,Iraq,United Kingdom,Don't know,Don't know,Investment from China is a bad thing,Optimistic,Don't know,Does not make a difference,,,,,Tries to influence the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,Queensland,AU-QLD,6
32063,2019,Australia,32064,3553724,Queensland (QLD),6/10/19,Male,1,71,2,2,,Do not feel close to any party,Protestant,Year 10 or equivalent (School Certificate SC or equivalent) (usually 16 years old),1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,Not too much confidence,2,,,2,2,2.0,0.0,2.0,3,1,2,2,,,,,4.0,1.0,1.0,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Dissatisfied,Not too satisfied,Some confidence,No confidence at all,Somewhat bad,The United States,China,Not too important,,,,,,,Very good,Good thing,Good thing,,,,,,,,,,,,,,,,,,,Very good,Very good,India,New Zealand,Don't know,Don't know,Investment from China is a good thing,Optimistic,Don't know,More safe,,,,,Tries to influence the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,Queensland,AU-QLD,6
32064,2019,Australia,32065,3554652,Western Australia (WA),6/10/19,Male,1,75,88,88,,Labor,,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,No confidence at all,1,,,1,1,1.0,0.0,2.0,1,1,2,1,,,,,3.0,0.0,0.0,Worse off,Very unfavorable,Very unfavorable,Very unfavorable,Dissatisfied,Not too satisfied,No confidence at all,No confidence at all,Somewhat bad,The United States,The United States,Not at all important,,,,,,,Somewhat good,Bad thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat bad,Somewhat good,China,United Kingdom,Don't know,Don't know,Investment from China is a bad thing,Pessimistic,Don't know,More safe,,,,,Tries to influence the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,Western Australia,AU-WA,6
32065,2019,Australia,32066,3558309,Queensland (QLD),6/8/19,Male,1,30,4,2,,United Australia Party (UAP) formerly known as Palmer United Party (PUP),religious,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,No confidence at all,1,,,2,2,2.0,0.0,2.0,1,1,2,2,,,,,3.0,1.0,0.0,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Dissatisfied,Not too satisfied,No confidence at all,No confidence at all,Somewhat bad,China,The United States,Not too important,,,,,,,Somewhat good,Good thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat good,Somewhat good,Bosnia-Herzegovina,New Zealand,Don't know,Don't know,Investment from China is a bad thing,Optimistic,Don't know,Less safe,,,,,Tries to influence the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,Queensland,AU-QLD,6
32066,2019,Australia,32067,3558892,Tasmania (TAS),6/12/19,Female,0,74,88,88,,Labor,Christian,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Not too much confidence,2,,,2,2,2.0,1.0,3.0,2,2,2,4,,,,,3.0,1.0,0.0,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Satisfied,Somewhat satisfied,Not too much confidence,Not too much confidence,Somewhat bad,There is no leading economic power,Economic ties to both countries are equally important,Very important,,,,,,,Somewhat good,Good thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat good,Somewhat good,Extremists,New Zealand,Don't know,Don't know,Don't know,Optimistic,Don't know,Less safe,,,,,Tries to influence the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,Tasmania,AU-TAS,6
32067,2019,Australia,32068,3560703,Tasmania (TAS),7/24/19,Male,1,82,2,2,,Liberal-National Party/Country Liberal Party/Liberal,Protestant,Year 8 or below (usually 14 years old),0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,No confidence at all,1,,,1,1,1.0,0.0,2.0,1,1,3,3,,,,,3.0,1.0,0.0,Worse off,Very unfavorable,Very unfavorable,Very unfavorable,Dissatisfied,Not too satisfied,No confidence at all,No confidence at all,Somewhat good,The countries of the European Union,The United States,Somewhat important,,,,,,,Somewhat good,Good thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat good,Somewhat good,China,United States,Don't know,Don't know,Don't know,Optimistic,Don't know,Does not make a difference,,,,,Tries to influence the internal affairs of other countries,Mostly stays out of the internal affairs of other countries,,,Tasmania,AU-TAS,7
32068,2019,Australia,32069,3560708,Victoria (VIC),7/5/19,Male,1,86,88,88,,Liberal-National Party/Country Liberal Party/Liberal,Christian,Year 10 or equivalent (School Certificate SC or equivalent) (usually 16 years old),1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,A lot of confidence,4,,,3,1,1.0,1.0,4.0,1,1,3,4,,,,,4.0,1.0,0.0,Worse off,Somewhat favorable,Very unfavorable,Very unfavorable,Satisfied,Very satisfied,No confidence at all,No confidence at all,Somewhat good,The United States,The United States,Very important,,,,,,,Very good,Good thing,Bad thing,,,,,,,,,,,,,,,,,,,Very good,Very good,China,United States,Don't know,Don't know,Investment from China is a bad thing,Optimistic,Don't know,More safe,,,,,Tries to influence the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,Victoria,AU-VIC,7
32069,2019,Australia,32070,3561082,"New South Wales (NSW, including ACT)",7/19/19,Female,0,53,3,1,,Liberal-National Party/Country Liberal Party/Liberal,Catholic,Year 10 or equivalent (School Certificate SC or equivalent) (usually 16 years old),1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,No confidence at all,1,,,3,3,2.0,0.0,2.0,3,1,3,2,,,,,3.0,1.0,0.0,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Dissatisfied,Not too satisfied,Some confidence,No confidence at all,Somewhat good,The United States,The United States,Not too important,,,,,,,Somewhat good,Good thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat good,Somewhat bad,Vietnam,United Kingdom,Don't know,Don't know,Investment from China is a bad thing,Optimistic,Don't know,More safe,,,,,Tries to influence the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,New South Wales,AU-NSW,7
32070,2019,Australia,32071,3562709,South Australia (SA),6/16/19,Female,0,81,88,88,,Liberal-National Party/Country Liberal Party/Liberal,Protestant,Year 10 or equivalent (School Certificate SC or equivalent) (usually 16 years old),0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,No confidence at all,1,,,2,2,2.0,0.0,3.0,3,2,3,3,,,,,3.0,1.0,0.0,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Dissatisfied,Somewhat satisfied,Some confidence,Not too much confidence,Somewhat good,The countries of the European Union,The United States,Somewhat important,,,,,,,Somewhat good,Good thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat good,Somewhat good,China,United Kingdom,Don't know,Don't know,Investment from China is a bad thing,Optimistic,Don't know,Does not make a difference,,,,,Mostly stays out of the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,South Australia,AU-SA,6
32071,2019,Australia,32072,3564168,South Australia (SA),7/24/19,Male,1,47,4,2,,Labor,Christian,Year 11 or equivalent (usually 17 years old),0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,Some confidence,3,,,3,3,3.0,1.0,2.0,3,3,3,2,,,,,4.0,1.0,0.0,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Satisfied,Not too satisfied,Some confidence,Some confidence,Somewhat good,China,Don't know,Not too important,,,,,,,Very good,Good thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat good,Somewhat good,China,United States,Don't know,Don't know,Investment from China is a bad thing,Optimistic,Don't know,Less safe,,,,,Tries to influence the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,South Australia,AU-SA,7
32072,2019,Australia,32073,3565024,Victoria (VIC),7/2/19,Female,0,61,2,2,,Labor,Atheist,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,No confidence at all,1,,,1,3,1.0,0.0,3.0,3,1,2,1,,,,,3.0,1.0,0.0,Worse off,Very unfavorable,Somewhat favorable,Very unfavorable,Dissatisfied,Somewhat satisfied,Some confidence,No confidence at all,Somewhat bad,China,China,Not at all important,,,,,,,Somewhat good,Good thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat good,Somewhat good,United States,New Zealand,Don't know,Don't know,Investment from China is a good thing,Pessimistic,Don't know,Does not make a difference,,,,,Tries to influence the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,Victoria,AU-VIC,7
32073,2019,Australia,32074,3565491,Queensland (QLD),7/13/19,Female,0,24,3,2,,Don’t know,,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,Some confidence,3,,,3,1,8.0,1.0,3.0,2,3,2,1,,,,,3.0,1.0,0.0,Worse off,Somewhat favorable,Very unfavorable,Don't know,Satisfied,Somewhat satisfied,Not too much confidence,Some confidence,Somewhat bad,China,The United States,Not at all important,,,,,,,Somewhat good,Good thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat good,Somewhat good,China,United States,Don't know,Don't know,Investment from China is a bad thing,Optimistic,Don't know,More safe,,,,,Tries to influence the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,Queensland,AU-QLD,7
32074,2019,Australia,32075,3568222,South Australia (SA),6/26/19,Male,1,43,5,2,,Liberal-National Party/Country Liberal Party/Liberal,,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,Not too much confidence,2,,,8,8,8.0,1.0,3.0,2,2,3,2,,,,,3.0,1.0,0.0,Better off,Don't know,Don't know,Don't know,Satisfied,Somewhat satisfied,Not too much confidence,Not too much confidence,Somewhat good,The United States,China,Not too important,,,,,,,Somewhat good,Good thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat bad,Somewhat good,None,United States,Don't know,Don't know,Investment from China is a bad thing,Optimistic,Don't know,Less safe,,,,,Tries to influence the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,South Australia,AU-SA,6
32075,2019,Australia,32076,3570587,"New South Wales (NSW, including ACT)",7/20/19,Female,0,71,2,2,,Liberal-National Party/Country Liberal Party/Liberal,Atheist,Year 10 or equivalent (School Certificate SC or equivalent) (usually 16 years old),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,No confidence at all,1,,,3,2,2.0,0.0,3.0,1,1,3,1,,,,,4.0,0.0,0.0,Worse off,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Dissatisfied,Somewhat satisfied,No confidence at all,No confidence at all,Somewhat good,China,China,Not at all important,,,,,,,Very good,Bad thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat good,Very good,China,United States,Don't know,Don't know,Investment from China is a bad thing,Optimistic,Don't know,Does not make a difference,,,,,Tries to influence the internal affairs of other countries,Mostly stays out of the internal affairs of other countries,,,New South Wales,AU-NSW,7
32076,2019,Australia,32077,3571350,Queensland (QLD),6/28/19,Male,1,40,4,2,,Don’t know,Christian,Yes,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,No confidence at all,1,,,1,8,8.0,1.0,3.0,1,1,3,4,,,,,8.0,1.0,0.0,Worse off,Very unfavorable,Don't know,Don't know,Satisfied,Somewhat satisfied,No confidence at all,No confidence at all,Somewhat good,China,China,Very important,,,,,,,Don't know,Good thing,Bad thing,,,,,,,,,,,,,,,,,,,Very good,Somewhat good,New Zealand,United Kingdom,Don't know,Don't know,Investment from China is a good thing,Optimistic,Don't know,Does not make a difference,,,,,Tries to influence the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,Queensland,AU-QLD,6
32077,2019,Australia,32078,3572396,Victoria (VIC),7/1/19,Female,0,43,2,2,,The Greens,religious,Year 8 or below (usually 14 years old),0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Not too much confidence,2,,,3,3,3.0,1.0,4.0,3,2,2,4,,,,,3.0,1.0,1.0,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Satisfied,Very satisfied,Some confidence,Not too much confidence,Somewhat bad,Japan,The United States,Very important,,,,,,,Somewhat good,Good thing,Good thing,,,,,,,,,,,,,,,,,,,Somewhat good,Somewhat good,North Korea,Other,Don't know,Don't know,Investment from China is a good thing,Optimistic,Don't know,Does not make a difference,,,,,Mostly stays out of the internal affairs of other countries,Mostly stays out of the internal affairs of other countries,,,Victoria,AU-VIC,7
32078,2019,Australia,32079,3572519,Queensland (QLD),7/4/19,Male,1,24,3,2,,Do not feel close to any party,,Year 10 or equivalent (School Certificate SC or equivalent) (usually 16 years old),1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,No confidence at all,1,,,8,4,8.0,0.0,1.0,8,3,3,2,,,,,4.0,0.0,0.0,Worse off,Don't know,Very favorable,Don't know,Dissatisfied,Not at all satisfied,Don't know,Some confidence,Somewhat good,The United States,The United States,Not too important,,,,,,,Very good,Bad thing,Bad thing,,,,,,,,,,,,,,,,,,,Very good,Very good,Don't know,Russia,Don't know,Don't know,Investment from China is a good thing,Optimistic,Don't know,More safe,,,,,Tries to influence the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,Queensland,AU-QLD,7
32079,2019,Australia,32080,3574977,"New South Wales (NSW, including ACT)",7/20/19,Female,0,76,2,2,,Liberal-National Party/Country Liberal Party/Liberal,Protestant,Year 10 or equivalent (School Certificate SC or equivalent) (usually 16 years old),0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,No confidence at all,1,,,2,1,2.0,0.0,2.0,1,1,3,3,,,,,3.0,0.0,0.0,Better off,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Dissatisfied,Not too satisfied,No confidence at all,No confidence at all,Somewhat good,China,The United States,Somewhat important,,,,,,,Somewhat good,Bad thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat bad,Somewhat good,China,United States,Don't know,Don't know,Investment from China is a bad thing,Optimistic,Don't know,Does not make a difference,,,,,Tries to influence the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,New South Wales,AU-NSW,7
32080,2019,Australia,32081,3576833,Victoria (VIC),7/28/19,Female,0,20,5,3,,The Greens,,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,No confidence at all,1,,,1,2,2.0,0.0,3.0,2,1,2,2,,,,,2.0,1.0,0.0,Worse off,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Dissatisfied,Somewhat satisfied,Not too much confidence,No confidence at all,Somewhat bad,China,China,Not too important,,,,,,,Somewhat bad,Good thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat good,Somewhat good,United States,China,Don't know,Don't know,Investment from China is a good thing,Pessimistic,Don't know,More safe,,,,,Tries to influence the internal affairs of other countries,Mostly stays out of the internal affairs of other countries,,,Victoria,AU-VIC,7
